"Date","Time","Location","Name","Description"
"Friday Novemb 03 2017","12 : 00 pm","David Kinley Hall Room 317","External Speaker Seri","Jacob Montgomeri Washington Univers So question time : Integrat adapt inventori public opinion research"
"Friday Novemb 03 2017","12 : 00 pm","Charl G Miller Auditorium ( B102 CLSL )","Biochemistri Seminar : Dr Christoph Brett ( Concordia Univers ) The ILF Pathway : Master Control Lysosom Transport Protein Lifetim","Everyon recycl health longev – least perspect cell biologist This eukaryot cell trillion constitut I reli organell call lysosom recycl biomateri This activ provid cell nutrient starvat clear toxic biomateri accumul age Under function special protein membran mobil nutrient control cell age metabol program Defect transport protein associ metabol age relat disord cancer Alzheimer’ diseas Despit import know lysosom transport protein lifetim regul Until recent group discov new process S cerevisia call IntraLumen Fragment ( ILF ) pathway : In respons misfold substrat level Target Of Rapamycin ( TOR ) signal lysosom transport protein sort area membran dock organell intern lumen degrad membran fusion Using cell free assay tractabl genet quantit morphometr live cell microscopi begun uncov molecular basi fundament cellular process role metabol age cell death As under machineri evolutionarili conserv specul ILF pathway play import role human cell age metabol"
"Friday Novemb 03 2017","1 : 00 4 : 00 pm","314B Illini Union","Career Polit Scienc","Join polit scienc alumni share career benefit polit scienc degre The alumni work experi varieti area busi data scienc govern insur journal law 1 2 : 30pm Panel discuss alumni 2 : 45 4pm Breakout session small group discuss alumni We hope you'll join afternoon career explor network"
"Friday Novemb 03 2017","1 : 00 4 : 30 pm","Room 4080A ( 4th floor offic area ) Foreign Languag Build","Center Translat Studi Alumni Showcas Career Day","Argo Translat Univers Illinoi Center Translat Studi : Peter Argondizzo Argo Translat Founder Mike VanNorman Argo Translat Project Manag ( Certif Portugues Spanish 2015 ) Other CTS Alumni ae tell stori : Kati Baruja ( MA Interpret Spanish 2015 ) : From Interpret Foreign Servic Nadèg Cherubin ( MA Literari French 2017 ) : Creat Translat Compani Haitian Creol Commun Ann Pond ( Certif French 2017 ) : From Student Profession One Short Summer Matt Ginsberg Jaeckl ( MA Literari Spanish 2015 ) : Translat Honduran Resist"
"Friday Novemb 03 2017","1 : 00 4 : 30 pm","4080A FLB","CTS Alumni Showcas Career Day","Guest speaker Peter Argondizzo Mike Van Norman Kati Baruja Nadeg Cherubin Ann Pond Matt Ginsberg Jaeckl Light refresh serv"
"Friday Novemb 03 2017","1 : 30 pm","819 Psycholog","Development Brown Bag Selim Jang UIUC","Hemispher Differ Arithmet"
"Friday Novemb 03 2017","2 : 00 3 : 00 pm","2050 Foreign Languag Build ( EALC Librari )","Chines Tabl","Chines Tabl open student learn Chines level Chines nativ speaker interest particip convers The group meet Friday Fall Semest Nov 24"
"Friday Novemb 03 2017","3 : 00 5 : 00 pm","415 GREGORi HALL","Undergradu Studi Committe ( USC ) Meet",""
"Friday Novemb 03 2017","3 : 00 pm","Natur Histori Build Room 2049","Sara Vigil : Climat Chang Migrat Midst Elusion","Despit progress understand complex link climat chang migrat call ‘ climat chang migrat nexus ’ occlud reveal This talk analyz varieg complex interact climat chang polit resourc grab migrat draw case studi Seneg Cambodia It show power frame caus impact solut translat intervent increas allevi pressur intend redress Learn Sara Vigil event"
"Friday Novemb 03 2017","4 : 00 6 : 00 pm","Luci Ellis Loung 1080 Foreign Languag Build 707 S Mathew Ave Urbana","Languag Teach Share Fair","Present made area languag teach ( level topic ) limit : idea class activ tip engag student activ learn way incorpor cultur tech tool enhanc learn classroom manag strategi"
"Friday Novemb 03 2017","4 : 00 6 : 00 pm","Luci Ellis Loung 1080 Foreign Languag Build","Languag Teach Share Fair","Present made area languag teach ( level topic ) limit : idea class activ tip engag student activ learn way incorpor cultur tech tool enhanc learn classroom manag strategi"
"Friday Novemb 03 2017","4 : 00 pm","116 Roger Adam Lab","Professor Lesli Somber North Carolina State Univers Titl : Real Time Quantit Measur Opioid Neuropeptid Live Brain Tissu New Electrochem Method New Insight",""
"Friday Novemb 03 2017","5 : 00 6 : 00 pm","Illini Union Basement ( near Einstein Brother Bagel )","Korean Convers Tabl","Korean Convers Tabl meet Friday Fall 2017 Semest begin Sept 8 end Dec 1 Friday Nov 17 24"
"Friday Novemb 03 2017","7 : 30 pm","101 Armori Build 505 E Armori Ave Champaign","Film Screen : The Maribor Uprise : A Live Participatori Film","With introduct Director Mapl Razsa ( Associat Professor Global Studi Colbi Colleg ) This event part seri event 2017 2018 academ connect 1917 : Ten Day shook world 2017 : Ten Day shake campus"
"Saturday Novemb 04 2017","All Day","Multipl Locat","Specul Futur Event Seri","Specul Futur consist multipl event differ locat For full schedul visit Specul Futur @ Illinoi websit Novemb 4 2017 Creat Futur Workshop10 : 00 a.m | Champaign Public LibraryInterest write scienc fiction creat sci fi art Meet pros free event student grade 6 – 12 learn drew specul fiction made industri creativ process Come question stellar fabulist Imagin Futures2 : 00 p.m | Electric Comput Engineer Build AuditoriumEnglish undergradu inspir engin counterpart share specul futur concept fast pace Pecha Kucha style present spark interact discuss creativ guest audienc World Collide3 : 30 p.m | Electric Comput Engineer Build AuditoriumThi panel featur invit guest talk technolog wonder Illinoi answer question audienc imagin Specul Futur experi shape creativ work go"
"Saturday Novemb 04 2017","9 : 00","I Hotel & Confer Center","Robert Bohrer Memori Workshop Statist featur Keynot Speaker Edward Georg ( Univers Pennsylvania ) Nanci Reid ( Univers Toronto )","2017 Robert Bohrer Memori Student Workshop Statist Saturday Novemb 4 2017 I Hotel & Confer Center Alma Mater Room 9 : 00 – 9 : 10 Welcom Opene Remark Prof Dougla Simpson 9 : 10 – 10 : 10 Session 1 ( Chair : Annie Qu ) Wijsman Lectur Nanci Reid Univers Toronto Distribut paramet 10 : 10 – 10 : 30 Break 10 : 30 – 11 : 50 Session 2 ( Chair : Georgio Fellouri ) 10 : 30 – 10 : 50 Lingrui Gan Bayesian Regular Graphic Model Unequal Shrinkag 10 : 50 – 11 : 10 Fei Xue Variabl Select High Correl Predictor 11 : 10 – 11 : 30 Mark Fredrickson Attribut Effect Count & Continu Data 11 : 30 – 11 : 50 yanglei Song Sequenti Chang Acceler & Detect 11 : 50 – 1 : 20 Lunch 1 : 20 – 2 : 40 Session 3 ( Chair : Naveen Narisetti ) 1 : 20 – 1 : 40 Fan yang Maximum Likelihood Inferenc Levi Process Base Model Financ 1 : 40 – 2 : 00 Mengjia Yu Finit Sampl Chang Point Inferenc & Identif High Dimension Mean Vector 2 : 00 – 2 : 20 Albert Man A Hierarch Cognit Diagnost Factor Model Learn Trajectori 2 : 20 – 2 : 40 Xiao Su Variat Approxim Importanc Sampl 2 : 40 – 3 : 00 Break Present Award 3 : 00 4 : 30 Session 4 ( Chair : yuguo Chen ) 3 : 00 – 3 : 30 Norton Lectur yunbo Ouyang Univers Illinoi Urbana Champaign A Nonparametr Bayesian Approach Spars Sequenc Estimat 3 : 30 – 4 : 30 Bohrer Lectur Edward Georg Univers Pennsylvania Bayesian Penalti Mix Spike Slab Lasso 6 : 30 – 8 : 00 Dinner"
"Saturday Novemb 04 2017","10 : 00","TBA","Martindal Seminar","Mr Martindal make present Marlen Martindal seminar histori Professor Tierney Professor Shih give present academ life languag morn We lunch follow tabl discuss student This social event give chanc interact Pleas come particip Martindal seminar"
"Saturday Novemb 04 2017","1 : 00 pm","101 Armori Bldg 505 East Armori Avenu Champaign","Film : The 13th Japan Foundat Film Seri : A Drop Grapevin","A Drop Grapevin depict relationship two brother peopl set lush natur environ Sorachi Hokkaido Ao ( Yo Oizumi ) Roku ( Shota Sometani ) brother live farm Sorachi The older brother Ao grow grape dream make perfect Pinot Noir younger brother Roku tend wheat field inherit father One mysteri travel name Erika ( yuko Ando ) appear An enthusiast cook appetit good wine quick fit resid small communiti blow breath fresh air quiet exist Ao Roku ( Direct yukiko Mishima 2014 117 min ) This screen part 13th Japan Foundat Film Seri made possibl generous support The Japan Foundat A Drop Grapevin Official Site"
"Saturday Novemb 04 2017","3 : 00 pm","Poetri Foundat ( 61 W Superior Chicago IL )","IPRH Chicago Human Festiv : Tim Pauketat ( Anthropolog )","Ancient Faith Fall Cahokia Most ancient peopl Asia America known answer question “ What believ ” Religion life posit oneself dynam world spiritu power Through year fieldwork ancient pre Columbian citi Cahokia ( present Illinoi ) anthropologist Tim Pauketat develop perspect blend social theori vivid descript everyday agrarian life earli civil institution religion marker declin Timothi R Pauketat Anthropolog Professor archaeologist Illinoi State Archaeolog Survey Univers Illinoi His research focus ancient intersect human histori understood materi substanc human be phenomena urban experi particular pre Columbian North America The author editor dozen book Tim 25 year field experi North American archaeolog focus develop singular American Indian citi Cahokia near St Loui His current research includ data rich studi agrarian settlement climat chang religi practic polit administr Mississippi River thousand year ago See Chicago Human Festiv websit inform event obtain free ticket"
"Saturday Novemb 04 2017","3 : 00 pm","Poetri Foundat ( 61 W Superior Chicago IL )","IPRH Chicago Human Festiv : Tim Pauketat ( Anthropolog )","Ancient Faith Fall Cahokia Most ancient peopl Asia America known answer question “ What believ ” Religion life posit oneself dynam world spiritu power Through year fieldwork ancient pre Columbian citi Cahokia ( present Illinoi ) anthropologist Tim Pauketat develop perspect blend social theori vivid descript everyday agrarian life earli civil institution religion marker declin Timothi R Pauketat Anthropolog Professor archaeologist Illinoi State Archaeolog Survey Univers Illinoi His research focus ancient intersect human histori understood materi substanc human be phenomena urban experi particular pre Columbian North America The author editor dozen book Tim 25 year field experi North American archaeolog focus develop singular American Indian citi Cahokia near St Loui His current research includ data rich studi agrarian settlement climat chang religi practic polit administr Mississippi River thousand year ago See Chicago Human Festiv websit inform event obtain free ticket"
"Saturday Novemb 04 2017","3 : 00 pm","Poetri Foundat ( 61 W Superior Chicago IL )","Timothi R Pauketat ( Anthropolog ) IPRH Chicago Human Festiv : Ancient Faith Fall Cahokia Tim Pauketat","Timothi R Pauketat Anthropolog Professor archaeologist Illinoi State Archaeolog Survey Univers Illinoi His research focus ancient intersect human histori understood materi substanc human be phenomena urban experi particular pre Columbian North America The author editor dozen book Tim 25 year field experi North American archaeolog focus develop singular American Indian citi Cahokia near St Loui His current research includ data rich studi agrarian settlement climat chang religi practic polit administr Mississippi River thousand year ago"
"Saturday Novemb 04 2017","3 : 30 pm","101 Armori Build ( 505 E Armori Ave Champaign )","Film : 13th Japan Foundat Film Seri : “ Akanezora Beyond Crimson Ski","Akanezora empath period drama base yamamoto Ichiriki Naoki Award win novel star Nakatani Miki Uchino Masaaki The scene set Fukagawa Edo period Eikichi ( Uchino Masaaki ) tofu maker come Kyo Edo Edo born wife Ofumi ( Nakatani Miki ) It portray checker life coupl perspect bond husband wife Eikichi have train establish tofu maker Kyo come tradit town Fukagawa Hamaguri cho Edo open shop meet Ofumi true born Fukagawa girl full life With help Ofumi father Eikichi find accommod tenement Ofumi Eikichi final open Kyo ya long plan Tofu shop Eikichi Ofumi marri long build home The busi thrive eldest son tire Tofu make get involv gambl The shop taken tofu maker payment debt famili brink disintegr To make matter Eikichi sudden die accid Rememb Tofu make Eikichi life Ofumi children decid protect Kyo ya ( Direct Masaki Hamamoto 2007 120 min ) This screen part 13th Japan Foundat Film Seri made possibl generous support Japan Foundat"
"Sunday Novemb 05 2017","3 : 00 pm","Knight Auditorium Spurlock Museum","Andrew Goldman Gonzaga Univeristi ( Renner Lectur )","Andrew Goldman Gonzaga Univers ( Renner Lectur ) “ Helmet Sea : Militari Find Battl Aegat Island ( 24 BCE ) ” Sunday Novemb 5 3 : 00 PM Knight Auditorium Spurlock Museum"
"Sunday Novemb 05 2017","3 : 00 pm","Knight Auditorium Spurlock Museum 600 S Gregori St Urbana","Archaeolog Institut America Lectur Seri Andrew Goldman Depart Histori Gonzaga Univers ( Renner Lectur ) : Helmet Sea : Militari Find Battl Aegat Island ( 24BCE )","Dr Andrew L Goldman member Gonzaga Univers Histori Depart fall semest 2002 His field special interest ancient histori ( Roman Greek ) classic archaeolog classic languag ( Latin Greek ) He receiv BA Wesleyan Univers 1988 MA PhD degre Univers North Carolina Chapel Hill 1993 2000 He spent year live teach abroad : live Ankara Turkey Fulbright Fellow instructor Bilkent Univers ( 1995 97 ) Rome teacher Duke University’ Intercollegi Center Classic Studi ( 1999 2000 ) On March 10 241 BCE final naval battl First Punic War fought western Sicili larg Roman fleet engag equal larg Carthaginian fleet near Aegat Island The ancient historian Polybius tell Roman won decis victori forc Carthaginian sue peac short Almost 2300 year later site battl locat Levanzo Island ( modern Egadi Island group ) landscap care survey RPM Nautic Foundat Sicily’ Soprintendenza del Mare By end 2014 11 warship ram 8 helmet wide scatter artifact record sea floor maritim battlefield ancient time explor This lectur discuss ancient battl understand surviv literari sourc Polybius present new archaeolog find reveal conflict combat earli legionari Rome mercenari forc Carthag Fieldwork maritim site produc earliest Latin inscript Roman iconograph represent discov seri helmet earli Montefortino type arguabl success piec equip develop near 500 year These mid 3rd centuri BCE find help understand product Roman armor permit reexamin develop Roman militari import format year Republ In addit newli recov helmet like Carthaginian origin discoveri provid new insight Rome’ greatest ancient adversari wage war"
"Monday Novemb 06 2017","8 : 30","Internat Studi Build Rm 232","MAEUS Monday","Learn M.A EU Studi program way program help pursu profession goal A new topic session This session cover MAEUS U I career Meet 12 : 00 p.m Room 232 Internat Studi Build"
"Monday Novemb 06 2017","12 : 00 1 : 00 pm","Room 3014 Foreign Languag Build","Religion Depart Coffe Hour","The Depart Religion Coffe Hour opportun undergrad grad professor come build communiti enjoy hour inform convers varieti topic impact world daili live enjoy free coffe tea treat"
"Monday Novemb 06 2017","12 : 00 1 : 30 pm","David Kinley Hall Room 404","Student Faculti Seminar","Jillian Evan Whi State Adopt Direct Primari : An Investig Internal External Pressur Reform Nomin Process"
"Monday Novemb 06 2017","12 : 00 pm","819 Psycholog","SPO Brown Bag Jonathan Phan UIUC","Effect Survey Instrument Vocat Interest : Implicat Measur Valid"
"Monday Novemb 06 2017","1 : 30 pm","162 Noy Lab","Samantha Barrick Univers Illinoi Forc depend Chang Alpha catenin Conform",""
"Monday Novemb 06 2017","3 : 00 4 : 45 pm","Room 2090B Foreign Languag Build ( 2nd floor offic area )","Read discuss French Fiction : Novelist playwright Christin Montalbetti particip actor Pierr Loui Calixt : Écrire l'ailleur écrire le cœur ”","Innovat novelist playwright professor literatur Christin Montalbetti written dozen work fiction three publish translat Dalkey Archive Press — Western ( 2009 ) Noth Wave Wind ( 2017 ) American Journey ( forthcom 2018 ) In storytel Montalbetti direct entic audienc multifari game deferr suspens critiqu reflect measur turn reader desir gratif Her recent novel La vie est fait de ces tout petit chose ( P.O.L 2016 ) recount space shuttl final journey Internat Space Station Pierr Loui Calixt activ member Comédi Français stage star Christin Montalbetti’ 2017 play Le bruiteur ( The Sound Man ) A master numer role modern repertoir French theatr act film contemporari play author director Jean Luc Lagarc Fausto Paravindo Michel Vinav For inform contact : Jean Jacqu Poucel : poucel @ illinois.edu All present French"
"Monday Novemb 06 2017","3 : 00 5 : 00 pm","215 Gregori Hall","US Caucus Meet",""
"Monday Novemb 06 2017","3 : 00 5 : 20 pm","2090B FLB","Écrire l'ailleur écrire le cœur ”","A read discuss French lead French novelist playwright Christin Montalbetti"
"Monday Novemb 06 2017","3 : 00 pm 5 : 20 pm","Rm 2090b Foreign Languag Build 707 S Mathew","Écrire l’ailleur écrire le cœur","A read discuss French fiction lead French novelist playwright Christin Montalbetti particip actor Pierr Loui Calixt This event take place French Innovat novelist playwright professor literatur Christin Montalbetti written dozen work fiction three publish translat Dalkey Archive Press — Western ( 2009 ) Noth Wave Wind ( 2017 ) American Journey ( forthcom 2018 ) In storytel Montalbetti direct entic audienc multifari game deferr suspens critiqu reflect measur turn reader desir gratif Her recent novel La vie est fait de ces tout petit chose ( P.O.L 2016 ) recount space shuttl final journey Internat Space Station Pierr Loui Calixt activ member Comédi Français stage star Christin Montalbetti’ 2017 play Le bruiteur ( The Sound Man ) A master numer role modern repertoir French theatr act film contemporari play author director Jean Luc Lagarc Fausto Paravindo Michel Vinav"
"Monday Novemb 06 2017","3 : 00 pm 4 : 00 pm","210 Illini Union","The Make Internat Human Right","Steven L B Jensen speak new award win book The Make Internat Human Right : The 1960s Decolon Reconstruct Global Valu"
"Monday Novemb 06 2017","3 : 30 5 : 00 pm","317 David Kinley Hall","Jacob Bastian : The Rise Work Mother 1975 Earn Income Tax Credit",""
"Monday Novemb 06 2017","4 : 00 5 : 00 pm","300C Gregori Hall","Career Job Develop Committe Meet",""
"Monday Novemb 06 2017","4 : 00 6 : 00 pm","Caff Paradiso 801 S Lincoln Ave Urbana","Kaffeestund","Kaffeestund take place semest Caff Paradiso Monday 4 6"
"Monday Novemb 06 2017","4 : 00 pm","116 Roger Adam Lab","CANCELLED : Prof Cynthia Burrow Univers Utah Titl : The Epigenet Guanin G Quadruplex DNA",""
"Monday Novemb 06 2017","4 : 00 pm","161 Noy Lab","Mr Allan Syke Univers Illinoi The Path Ultrathin Photovolta : Understand Carrier Dynam Transit Metal Dichalcogenid",""
"Monday Novemb 06 2017","4 : 00 pm","Room 100 MSEB","Professor Zhenan Bao Stanford Univers Racheff Lectur MatSE Skin Inspire Organic Electroni c Materi Devic",""
"Monday Novemb 06 2017","4 : 30 pm","161 Noy Lab","Mr Connor Dali Univers Illinoi Efficient Multiscal Reaction Diffus Simul : Combin Brownian Dynam Green Function Reaction Dynam",""
"Monday Novemb 06 2017","5 : 00 pm","Luci Ellis Loung FLB 1080","Jame Friedman 12 Nazi Concentr Camp","There imag project project Illini Union Art Galleri month Novemb The open event panel discuss Nov 6 2017 5 : 00 pm Luci Ellis Loung"
"Monday Novemb 06 2017","5 : 00 pm","Luci Ellis Loung 1080 FLB","Panel discuss Jame Friedman’ imag “ 12 Nazi Concentr Camp ”","The imag exhibit “ 12 Nazi Concentr Camp ” trace photograph Jame Friedman’ journey larg format camera concentr camp long war order offer record tourist engag Holocaust memori Discuss photograph Jame Friedman ; Gari Weissman Associat Professor English Compar Literatur affili faculti member Judaic Studi Univers Cincinnati ; Brett Kaplan Professor Compar World Literatur Director Program Jewish Cultur Societi UIUC The exhibit Friedman’ photo display Nov 2 27 Illini Union Art Galleri Illini Union 1401 W Green St Urbana The exhibit free open public"
"","5 : 00 pm","Espresso Royal Goodwin & Oregon","Caffettino Italian Convers Group",""
"Monday Novemb 06 2017","6 : 00 7 : 00 pm","Espresso Royal 1117 W Oregon St Urbana","Caffetino ( Italian Convers Group )","Caffettino meet Monday Espresso Royal Goodwin Oregon 6 p.m"
"Monday Novemb 06 2017","7 : 00 9 : 00 pm","101 Armori Build ( 505 E Armori Avenu Champaign )","Film Screen Panel Discuss David Plath So Long Asleep : Wake Ghost War","So Long Asleep : Wake Ghost War chronicl decad long project excav repatri remain Korean men die forc labor Hokkaido Asia Pacif War Dure WWII “ million men taken Korea labor site Japanes South Pacif Island ; 200,000 Hokkaido ” ( Byung ho Chung ) Mani die harsh condit foreign land In 2015 70 year war’ end group intern volunt led Japanes priest yoshikiho Korean scholar Byun ho Chung repatri 115 victim remain South Korea The documentari rais import question war remembr reconcili repatri intern cooper ( Produc Direct David Plath 60 minut 2016 ) Discuss panel : Roderick Wilson Assistant Professor Histori East Asian Languag Cultur Univers Illinoi Urbana Champaign Rubi Watson former director Peabodi Museum Archaeolog Ethnolog Harvard Univers Ga young Chung PhD Candid Global Studi Educat Univers Illinoi Urbana Champaign David Plath director produc film present Q & A follow panel discuss David Plath Emeritus Professor Anthropolog Univers Illinoi Urbana Champaign receiv award distinguish contribut Asian Studi Associat Asian Studi 2013"
"Tuesday Novemb 07 2017","12 : 00 1 : 00 pm","Luci Ellis Loung 1080 Foreign Languag Build 707 S Mathew Urbana","CSAMES Brown Bag Lectur : Landscap Indian Religi Pilgrimag Experienc Western Pilgrimag Europ",""
"Tuesday Novemb 07 2017","12 : 30 1 : 30 pm","ARCH 302","Appli Micro Research Lunch",""
"Tuesday Novemb 07 2017","2 : 00 pm","116 Roger Adam Laboratori","CHBE 565 Seminar Prof Manish Kumar Pennsylvania State Univers Better Membran : Inspire Biolog Inform Realiti","Membran rapid fastest grow platform water purif reus desalin They import industri separ consid applic involv catalysi sens Biolog membran ideal model synthet membran possess uniqu properti high transport high select level achiev current membran system After short overview lab talk discuss current state desalin membran focus work area It discuss approach conduct research area two exampl Both exampl build fundament take longer term view challeng second focus rapid implement innov make step chang effici current membran The project discuss develop channel base membran inspir biolog membran It discuss project’ emerg detail understand structur function properti water channel protein aquaporin The second project report ongo work lab develop scalabl techniqu elimin concentr polar solut reject membran This work base understand manipul microscal flow current revers osmosi membran modul"
"Tuesday Novemb 07 2017","2 : 00 pm","113 Davenport Hall 607 S Mathew Ave","Theater Workshop : Le bruiter","This theater workshop base play Le bruiter ( 2017 ) student interest stage act French context FR 312 ( undergraduag cours French Theater ) Pierr Loui Calixt theater actor director Comédi Français speak event This event French Pierr Loui Calixt activ member Comédi Français stage star Christin Montalbetti’ 2017 play Le bruiteur ( The Sound Man ) A master numer role modern repertoir French theatr act film contemporari play author director Jean Luc Lagarc Fausto Paravindo Michel Vinav"
"Tuesday Novemb 07 2017","3 : 00 pm","Main Librari Room 346","KAM Lectur | Print Underdraw 16th centuri French Hora","Book Hour ( Hora ) undisput mediev ‘ bestsel ’ They profound effect European devot educ aesthet practic Gill Germain Hardouyn activ Pari 1491 1541 special hybrid print Hora hand paint imit illumin manuscript Warren discuss print imit effect illumin broader implic practic question histori printmak linear trajectori increas media specif"
"Thursday August 31 2017","All Day","Krannert Art Museum Main Level Contemporari Galleri","KAM Exhibit | Covet Natur : Art Collect Natur Histori Ear Modern Europ","Covet Natur explor way botanist entomologist work tandem artist illustr record dissemin knowledg earli modern period ( 1500 1800 ) Natur histori owe tradit assembl cabinet curios natur specimen collect alongsid object geolog ethnograph artist signific In period refin print imag revolution observ scienc Increas sophist woodcut eventu engrav augment hand color larg supersed hand drawn imag crude woodcut verbal descript scientif public appeal artist art lover"
"Thursday August 31 2017","All Day","Krannert Art Museum Main Level Rosann Gelvin Noel Annex Light Court West Galleri","KAM Exhibit | Proposit Revolut ( Slogan Futur )","This exhibit take centenni Russian Revolut occas think revolut broad categori It adopt work method employ earli twentieth centuri polit organ co author slogan brainstorm devic develop conscious contemporari situat consensus move"
"Thursday August 31 2017","All Day","Krannert Art Museum","KAM Exhibit | World Horizon : Swahili Arts Across Indian Ocean","World Horizon : Swahili Arts Across Indian Ocean major travel exhibit dedic art Swahili coast histor deep fluid endur connect eastern central Africa port town western Indian Ocean world The exhibit offer audienc unpreced opportun view 100 artwork brought public privat collect East Africa Europ Oman Unite State"
"Friday Decemb 01 2017","All Day","TBA","Commun Faculti Close Roundtabl","This roundtabl help close 1917 2017 seri Detail TBA This event part event seri entitl “ 1917 : Ten day shook world 2017 : Ten day shake campus ” More inform avail"
"Friday Decemb 01 2017","9 : 00 5 : 00 pm","Krannert Art Museum Lobbi","Visual AIDS 2017 Day With ( ) Art","Alternat Ending Radic Begin This 28th iter Visual AIDS longstand Day With ( ) Art project Curat Erin Christoval Vivian Crockett Visual AIDS video program priorit Black narrat ongo AIDS epidem commiss seven artist Mykki Blanco Cheryl Duny Reina Gossett Thoma Allen Harri Kia Labeija Tiona McClodden Brontez Purnel creat new innov short video"
"Friday Decemb 01 2017","9 : 00 5 : 40 pm","Confer Room 210 & Room 300 Levi Faculti Center 919 West Illinoi Street Urbana IL 61801","70 year US Pakistan Relat","Confer Program : 70 year US Pakistan Relat Organiz The Center South Asian Middl Eastern Studi ( CSAMES ) Univers Illinoi Urbana Champaign Opene Remark 9 : 00am 9 : 15am Hadi Salehi Esfahani CSAMES Director Univers Illinoi Urbana Champaign Reitumets Obakeng Mabokela Vice Provost Internat Affair Global Strategi Univers Illinoi Urbana Champaign Panel 1 : Pakistan’ Econom Technolog Develop 9 : 15am 10 : 45am Chair : Rizwan Uddin Professor Head Depart Nuclear Plasma Radiolog Engineer UIUC Arif Masud Professor Robert H Dodd Faculti Scholar Depart Civil Environment Engineer Univers Illinoi Urbana Champaign Naseem Shekhani Physician Presid Elect Associat Physician Pakistani Descent North America Irfan S Ahmad Associat Director Center Nanoscal Scienc Technolog UIUC Break : 10 : 45am 10 : 55am Panel 2 : Pakistan’ Trade Busi Opportun 10 : 55am 12 : 15pm Chair : Shahbaz Gill South Asian Program Adviser CSAMES Univers Illinoi Urbana Champaign Ansir Junaid CEO Prime Woodcraft Inc Honorari Investment Counsellor Pakistan Board Investment Iram Shah Senior Vice Presid Custom Transform Schneider Electric USA Fahim Rahim Nephrologist Founder JRM Foundat Human Idaho Co founder Idaho Kidney Institut Lunch : 12 : 20pm 1 : 30pm Keynot Speech : Importanc Pakistan US Relat Two Countri 1 : 30pm 2 : 20pm Faisal Tirmizi Consul Gener Pakistan Chicago Panel 3 : Pakistan’ Social Polit Develop 2 : 20pm 3 : 40pm Chair : Faisal Tirmizi Consul Gener Pakistan Chicago Farhat Haq Professor Chair Polit Scienc Depart Coordin Internat Studi Program Monmouth Colleg Illinoi J Mark Kenoy Professor Anthropolog Univers Wisconsin Madison Hussain Piracha Journalist Writer 92 New Pakistan Break : 3 : 40pm 3 : 50pm Panel 4 : Pakistan’ Region Secur Issue U.S Pakistan Relat 3 : 50pm 5 : 40pm Chair : Hadi Salehi Esfahani CSAMES Director Univers Illinoi Urbana Champaign Najma Pirzada Editor Global Villag Space Pakistan Televis New Journalist Moeed Pirzada Polit Comment Geostrateg Analyst Televis New Journalist Pakistan Asad Umar Politician Member Nation Assembl Pakistan Member Pakistan Tehreek e Insaf Parti Ex CEO Engro Corpor Shahbaz Gill South Asian Program Adviser CSAMES Univers Illinoi Urbana Champaign"
"Friday Decemb 01 2017","12 : 00 pm","David Kinley Hall Room 317","External Speaker Seri","Anibal Perez Linan Partisan Balanc Judici Stabil"
"Friday Decemb 01 2017","12 : 00 pm 1 : 00 pm","Foreign Languag Build Rm 1080 ( Luci Ellis Loung ) 707 S Mathew","EUC Lectur : The Role EU Transit Justic","Abstract : Societi emerg period conflict repress characterist tri address past wrong process crimin punish There deep disagr justic achiev altern measur amnesti truth commiss I argu transit justic aim give perpetr deserv aim transform societi manner Multipl kind process contribut transform After defin transit justic I discuss place EU transit justic Speaker Bio : Colleen Murphi Professor Law Philosophi Polit Scienc Director Women Gender Global Perspect Program Univers Illinoi Urbana Champaign She author A Moral Theori Polit Reconcili ( Cambridg Univers Press 2010 ) The Conceptu Foundat Transit Justic ( Cambridg Univers Press 2017 )"
"Friday Decemb 01 2017","1 : 30 pm","819 Psycholog","Development Brown Bag Megan Davi & Haina Modi UIUC","Megan Davi Clinic Commun Divis : The Contribut Childhood Negat Emotion Cognit Control Anxieti link Neural Dysregul Emotion Adolesc Haina Modi Development Divis : The Interact Contribut Matern Depress Child Tempera Adolesc Neural Regul Emotion"
"Friday Decemb 01 2017","2 : 00 pm","Luci Ellis Loung ( FLB 1080 )","Dan Leon Univers Illinoi Urbana Champaign","Dan Leon Univers Illinoi Urbana Champaign “ Amateur Expert Histori Roman Greec ” Friday Decemb 1 2 : 00 PM Luci Ellis Loung ( FLB 1080 ) 707 South Mathew Avenu Urbana"
"Friday Decemb 01 2017","2 : 00 pm","Luci Ellis Loung 1080 Foreign Languag Build","Archaeolog Institut America Lectur Seri Dan Leon Professor Classic Univers Illinoi : Amateur Expert Histori Roman Greec","Dure three centuri CE Greek intellectu live Roman empir develop strategi creat maintain posit cultur polit privileg base ostentati display Greek educ The result massiv increas new literatur character strong themat engag Classic Greek literari text written styliz form Greek model dialect Classic Athen 500 year earlier This past widespread tend focus relat narrow set text exhibit shallow analysi mean import event Historian group appear taken lack rigor combat attitud contemporari literatur repres backlash common practic altern strategi build intellectu persona This talk explor way historian claim authorit status studi past event domin intellectu arena valu social prestig style worthi successor Classic anteced"
"Friday Decemb 01 2017","3 : 00 pm","Room 3057 Lincoln Hall 702 S Wright Street Urbana","Sociolog Colloquium Seri",""
